Identificador;Producto;Vendedor;Cantidad;Ubicación;Categoria;Procentaje de Ganancia
787;Economy Binders;Gene Hale;14275;British Columbia;Binders and Binder Accessories;0.36
788;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Gene Hale;14275;British Columbia;Chairs & Chairmats;0.62
789;X-Rack™ File for Hanging Folders;Gene Hale;14535;British Columbia;Storage & Organization;0.59
790;Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS;Rob Haberlin;15329;British Columbia;Computer Peripherals;0.5
791;Newell 323;Gene Hale;15621;British Columbia;Pens & Art Supplies;0.59
792;Eldon Portable Mobile Manager;Gene Hale;15621;British Columbia;Storage & Organization;0.58
793;Avery Binder Labels;Michelle Arnett;17826;British Columbia;Binders and Binder Accessories;0.37
794;Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black;Sally Knutson;17926;British Columbia;Storage & Organization;0.57
795;Master Giant Foot® Doorstop, Safety Yellow;Rob Haberlin;18247;British Columbia;Office Furnishings;0.42
796;Newell 315;Justin Knight;18471;British Columbia;Pens & Art Supplies;0.6
797;Kleencut® Forged Office Shears by Acme United Corporation;Justin Knight;18471;British Columbia;Scissors, Rulers and Trimmers;0.55
798;Xerox 1983;Justin Knight;18471;British Columbia;Paper;0.36
799;T61;Lena Cacioppo;19813;British Columbia;Telephones and Communication;0.56
800;Avery Poly Binder Pockets;Seth Vernon;20322;British Columbia;Binders and Binder Accessories;0.37
801;Bush Westfield Collection Bookcases, Fully Assembled;Seth Vernon;20322;British Columbia;Bookcases;0.62
802;Xerox 196;Seth Vernon;20322;British Columbia;Paper;0.36
803;Nu-Dell Leatherette Frames;Gene Hale;20422;British Columbia;Office Furnishings;0.49
804;Colored Envelopes;Luke Weiss;20448;British Columbia;Envelopes;0.39
805;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Justin Knight;21892;British Columbia;Binders and Binder Accessories;0.38
806;Eldon Simplefile® Box Office®;Rob Haberlin;22980;British Columbia;Storage & Organization;0.57
807;6190;Julie Creighton;23907;British Columbia;Telephones and Communication;0.55
808;Panasonic KX-P3200 Dot Matrix Printer;Sanjit Chand;24064;British Columbia;Office Machines;0.57
809;Wilson Jones DublLock® D-Ring Binders;Justin Knight;24132;British Columbia;Binders and Binder Accessories;0.35
810;"Wilson Jones Hanging View Binder, White, 1""";Justin Knight;24132;British Columbia;Binders and Binder Accessories;0.39
811;Fellowes Basic 104-Key Keyboard, Platinum;Justin Knight;24132;British Columbia;Computer Peripherals;0.6
812;Ibico Recycled Linen-Style Covers;Justin Knight;24132;British Columbia;Binders and Binder Accessories;0.37
813;Self-Adhesive Ring Binder Labels;Justin Knight;24132;British Columbia;Binders and Binder Accessories;0.38
814;Tenex File Box, Personal Filing Tote with Lid, Black;Justin Knight;24132;British Columbia;Storage & Organization;0.59
815;1726 Digital Answering Machine;Luke Weiss;24576;British Columbia;Telephones and Communication;0.58
816;DAX Clear Channel Poster Frame;Luke Weiss;24576;British Columbia;Office Furnishings;0.48
817;80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;Christina Vanderzanden;25248;British Columbia;Computer Peripherals;0.52
818;Xerox 1891;Christina Vanderzanden;25248;British Columbia;Paper;0.38
819;Xerox 220;Lena Cacioppo;25475;British Columbia;Paper;0.37
820;Computer Printout Paper with Letter-Trim Perforations;Seth Vernon;26978;British Columbia;Paper;0.37
821;Wausau Papers Astrobrights® Colored Envelopes;Sanjit Chand;27105;British Columbia;Envelopes;0.36
822;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";Sanjit Chand;27105;British Columbia;Office Furnishings;0.51
823;Belkin MediaBoard 104- Keyboard;Julie Creighton;28068;British Columbia;Computer Peripherals;0.75
824;"Executive Impressions 12"" Wall Clock";Sanjit Chand;28802;British Columbia;Office Furnishings;0.47
825;Southworth 25% Cotton Antique Laid Paper & Envelopes;Sanjit Chand;28802;British Columbia;Paper;0.4
826;6185;Sanjit Chand;28802;British Columbia;Telephones and Communication;0.58
827;Eldon Spacemaker® Box, Quick-Snap Lid, Clear;Anthony Johnson;28839;British Columbia;Pens & Art Supplies;0.54
828;Xerox 1995;Anthony Johnson;29252;British Columbia;Paper;0.37
829;Honeywell Quietcare HEPA Air Cleaner;Kimberly Carter;31941;British Columbia;Appliances;0.52
830;Xerox 1993;Kimberly Carter;31941;British Columbia;Paper;0.36
831;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;Marina Lichtenstein;32418;British Columbia;Chairs & Chairmats;0.55
832;Strathmore #10 Envelopes, Ultimate White;Sanjit Chand;34241;British Columbia;Envelopes;0.36
833;Fellowes 8 Outlet Superior Workstation Surge Protector;Sally Knutson;34816;British Columbia;Appliances;0.56
834;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";Sally Knutson;34816;British Columbia;Envelopes;0.38
835;Fiskars® Softgrip Scissors;Luke Weiss;35011;British Columbia;Scissors, Rulers and Trimmers;0.57
836;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;Anthony Johnson;36068;British Columbia;Appliances;0.59
837;Accessory20;Michelle Arnett;36930;British Columbia;Telephones and Communication;0.37
838;Xerox 1971;Luke Weiss;37315;British Columbia;Paper;0.4
839;5165;Luke Weiss;37315;British Columbia;Telephones and Communication;0.59
840;Lexmark Z54se Color Inkjet Printer;Luke Weiss;37925;British Columbia;Office Machines;0.36
841;StarTAC 7760;Luke Weiss;37925;British Columbia;Telephones and Communication;0.59
842;Premier Elliptical Ring Binder, Black;Rob Haberlin;38021;British Columbia;Binders and Binder Accessories;0.37
843;Wilson Jones DublLock® D-Ring Binders;Julie Creighton;38336;British Columbia;Binders and Binder Accessories;0.35
844;Micro Innovations 104 Keyboard;Julie Creighton;38336;British Columbia;Computer Peripherals;0.64
845;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;Justin Knight;38565;British Columbia;Office Furnishings;0.57
846;Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac;Sally Knutson;39783;British Columbia;Appliances;0.6
847;GBC Standard Plastic Binding Systems Combs;Sally Knutson;39783;British Columbia;Binders and Binder Accessories;0.36
848;Avery 520;Sally Knutson;39783;British Columbia;Labels;0.37
849;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;Michelle Arnett;42500;British Columbia;Appliances;0.59
850;Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl;Michelle Arnett;42500;British Columbia;Binders and Binder Accessories;0.39
851;Fiskars® Softgrip Scissors;Julie Creighton;44162;British Columbia;Scissors, Rulers and Trimmers;0.57
852;TOPS Money Receipt Book, Consecutively Numbered in Red,;Sally Knutson;44256;British Columbia;Paper;0.4
853;Xerox 226;Sally Knutson;44256;British Columbia;Paper;0.37
854;Sanford 52201 APSCO Electric Pencil Sharpener;Sally Knutson;44256;British Columbia;Pens & Art Supplies;0.59
855;Laminate Occasional Tables;Sally Knutson;44320;British Columbia;Tables;0.68
856;Round Ring Binders;Kimberly Carter;45377;British Columbia;Binders and Binder Accessories;0.38
857;Durable Pressboard Binders;Rob Haberlin;47367;British Columbia;Binders and Binder Accessories;0.38
858;Avery 52;Rob Haberlin;47367;British Columbia;Labels;0.38
859;Avery 492;Sally Knutson;47750;British Columbia;Labels;0.39
860;"Executive Impressions 13"" Chairman Wall Clock";Sally Knutson;47750;British Columbia;Office Furnishings;0.5
861;Binder Posts;Marina Lichtenstein;48388;British Columbia;Binders and Binder Accessories;0.39
862;Avery 498;Christina DeMoss;49059;British Columbia;Labels;0.38
863;Xerox 1891;Christina DeMoss;49059;British Columbia;Paper;0.38
864;DIXON Oriole® Pencils;Luke Weiss;49510;British Columbia;Pens & Art Supplies;0.59
865;Avery Durable Binders;Sally Knutson;49634;British Columbia;Binders and Binder Accessories;0.36
866;Avery 510;Michelle Arnett;50210;British Columbia;Labels;0.37
867;Super Bands, 12/Pack;Michelle Arnett;50210;British Columbia;Rubber Bands;0.82
868;iDEN i95;Sanjit Chand;50503;British Columbia;Telephones and Communication;0.59
869;Staples 6 Outlet Surge;Anthony Johnson;50816;British Columbia;Appliances;0.58
870;Lock-Up Easel 'Spel-Binder';Anthony Johnson;50816;British Columbia;Binders and Binder Accessories;0.38
871;Memorex 4.7GB DVD+R, 3/Pack;Anthony Johnson;50816;British Columbia;Computer Peripherals;0.42
872;3M Polarizing Task Lamp with Clamp Arm, Light Gray;Luke Weiss;51073;British Columbia;Office Furnishings;0.59
873;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;Luke Weiss;51073;British Columbia;Office Furnishings;0.44
874;Office Star Flex Back Scooter Chair with White Frame;Rob Haberlin;51584;British Columbia;Chairs & Chairmats;0.71
875;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";Monica Federle;51879;British Columbia;Office Furnishings;0.44
876;Southworth 25% Cotton Premium Laser Paper and Envelopes;Monica Federle;51879;British Columbia;Paper;0.37
877;Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock;Kimberly Carter;52288;British Columbia;Office Furnishings;0.43
878;Lock-Up Easel 'Spel-Binder';Michelle Arnett;53190;British Columbia;Binders and Binder Accessories;0.38
879;StarTAC 7760;Michelle Arnett;53190;British Columbia;Telephones and Communication;0.59
880;"Seth Thomas 12"" Clock w/ Goldtone Case";Sanjit Chand;53536;British Columbia;Office Furnishings;0.51
881;Bevis Round Conference Room Tables and Bases;Sanjit Chand;53536;British Columbia;Tables;0.71
882;#10 Self-Seal White Envelopes;Marina Lichtenstein;53572;British Columbia;Envelopes;0.36
883;Xerox 1885;Joy Smith;53825;British Columbia;Paper;0.37
884;Fellowes Super Stor/Drawer® Files;Christina DeMoss;53863;British Columbia;Storage & Organization;0.66
885;Advantus Push Pins, Aluminum Head;Monica Federle;54119;British Columbia;Rubber Bands;0.54
886;Acco Perma® 2700 Stacking Storage Drawers;Monica Federle;54119;British Columbia;Storage & Organization;0.7
887;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";Michelle Arnett;56224;British Columbia;Binders and Binder Accessories;0.36
888;Bevis Steel Folding Chairs;Michelle Arnett;56224;British Columbia;Chairs & Chairmats;0.57
889;Staples Vinyl Coated Paper Clips, 800/Box;Michelle Arnett;56224;British Columbia;Rubber Bands;0.4
890;Bevis 36 x 72 Conference Tables;Michelle Arnett;56224;British Columbia;Tables;0.63
891;Telescoping Adjustable Floor Lamp;Michelle Arnett;56293;British Columbia;Office Furnishings;0.6
892;Tenex Personal Self-Stacking Standard File Box, Black/Gray;Michelle Arnett;56293;British Columbia;Storage & Organization;0.58
893;Advantus Push Pins, Aluminum Head;Sally Knutson;57959;British Columbia;Rubber Bands;0.54
894;Micro Innovations Micro 3000 Keyboard, Black;Sally Knutson;57959;British Columbia;Computer Peripherals;0.75
895;LX 677;Christina DeMoss;58500;British Columbia;Telephones and Communication;0.57
896;Bush Westfield Collection Bookcases, Fully Assembled;Joy Smith;59584;British Columbia;Bookcases;0.62
897;Canon MP41DH Printing Calculator;Joy Smith;59584;British Columbia;Office Machines;0.38
898;7160;Sonia Sunley;261;British Columbia;Telephones and Communication;0.59
899;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;Anthony O'Donnell;928;British Columbia;Appliances;0.57
900;DAX Clear Channel Poster Frame;Anthony O'Donnell;928;British Columbia;Office Furnishings;0.48
901;Memorex 4.7GB DVD-RAM, 3/Pack;Emily Grady;1282;British Columbia;Computer Peripherals;0.42
902;Prang Drawing Pencil Set;Emily Grady;1282;British Columbia;Pens & Art Supplies;0.45
903;Euro Pro Shark Stick Mini Vacuum;Alex Avila;1856;British Columbia;Appliances;0.59
904;M3682;Alex Avila;1856;British Columbia;Telephones and Communication;0.57
905;StarTAC 6500;Alex Avila;1856;British Columbia;Telephones and Communication;0.59
906;SAFCO Arco Folding Chair;Brian Moss;1925;British Columbia;Chairs & Chairmats;
907;Eldon Advantage® Chair Mats for Low to Medium Pile Carpets;Emily Grady;2848;British Columbia;Office Furnishings;0.75
908;SC7868i;Emily Grady;2848;British Columbia;Telephones and Communication;0.55
909;HP Office Recycled Paper (20Lb. and 87 Bright);Anna Andreadi;5504;British Columbia;Paper;0.36
910;KF 788;Anna Andreadi;5504;British Columbia;Telephones and Communication;0.56
911;Logitech Internet Navigator Keyboard;Emily Grady;8390;British Columbia;Computer Peripherals;0.8
912;ACCOHIDE® Binder by Acco;Barbara Fisher;8545;British Columbia;Binders and Binder Accessories;0.38
913;O'Sullivan Elevations Bookcase, Cherry Finish;Barbara Fisher;8545;British Columbia;Bookcases;0.69
914;Serrated Blade or Curved Handle Hand Letter Openers;Emily Grady;9573;British Columbia;Scissors, Rulers and Trimmers;0.84
915;Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White;Kelly Williams;9892;British Columbia;Envelopes;0.38
916;Keytronic 105-Key Spanish Keyboard;Sonia Sunley;10048;British Columbia;Computer Peripherals;0.77
917;*Staples* vLetter Openers, 2/Pack;Sonia Sunley;10048;British Columbia;Scissors, Rulers and Trimmers;0.83
918;Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms;Sonia Sunley;10144;British Columbia;Chairs & Chairmats;0.64
919;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Sonia Sunley;10144;British Columbia;Chairs & Chairmats;0.62
920;Global Adaptabilities™ Conference Tables;Sonia Sunley;10144;British Columbia;Tables;0.66
921;Motorola SB4200 Cable Modem;Sonia Sunley;10432;British Columbia;Computer Peripherals;0.48
922;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Jocasta Rupert;10661;British Columbia;Scissors, Rulers and Trimmers;0.58
923;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;Sonia Sunley;12806;British Columbia;Envelopes;0.4
924;Wilson Jones DublLock® D-Ring Binders;Kelly Williams;13158;British Columbia;Binders and Binder Accessories;0.35
925;Strathmore Photo Mount Cards;Anna Andreadi;13507;British Columbia;Paper;0.39
926;Xerox 1978;Rick Duston;14375;British Columbia;Paper;0.36
927;GBC White Gloss Covers, Plain Front;Sonia Sunley;14627;British Columbia;Binders and Binder Accessories;0.38
928;GBC DocuBind 200 Manual Binding Machine;Angele Hood;14852;British Columbia;Binders and Binder Accessories;0.35
929;Self-Adhesive Address Labels for Typewriters by Universal;Sonia Sunley;16230;British Columbia;Labels;0.38
930;O'Sullivan Elevations Bookcase, Cherry Finish;Sonia Sunley;16230;British Columbia;Bookcases;0.69
931;Xerox 1891;Sonia Sunley;16230;British Columbia;Paper;0.38
932;Fellowes Recycled Storage Drawers;Sonia Sunley;16230;British Columbia;Storage & Organization;0.78
933;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";Sonia Sunley;19074;British Columbia;Appliances;0.58
934;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Dennis Bolton;20194;British Columbia;Office Furnishings;0.49
935;Newell 312;Stewart Carmichael;21024;British Columbia;Pens & Art Supplies;0.55
936;Avery 487;Dennis Bolton;21509;British Columbia;Labels;0.38
937;Avery 487;Sonia Sunley;21856;British Columbia;Labels;0.38
938;Serrated Blade or Curved Handle Hand Letter Openers;Sonia Sunley;21856;British Columbia;Scissors, Rulers and Trimmers;0.84
939;Eureka Hand Vacuum, Bagless;Stewart Carmichael;22119;British Columbia;Appliances;0.57
940;Airmail Envelopes;Kelly Williams;22534;British Columbia;Envelopes;0.38
941;Keytronic French Keyboard;Sonia Sunley;22629;British Columbia;Computer Peripherals;0.65
942;TDK 4.7GB DVD-R;Kelly Williams;23011;British Columbia;Computer Peripherals;0.41
943;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Sonia Sunley;24070;British Columbia;Binders and Binder Accessories;0.38
944;Hon Olson Stacker Stools;Sonia Sunley;24070;British Columbia;Chairs & Chairmats;0.57
945;Newell 314;Sonia Sunley;24070;British Columbia;Pens & Art Supplies;0.6
946;Global Ergonomic Managers Chair;Sonia Sunley;24737;British Columbia;Chairs & Chairmats;0.59
947;Xerox 1995;Sonia Sunley;24737;British Columbia;Paper;0.37
948;Belkin 8 Outlet Surge Protector;Anna Andreadi;26373;British Columbia;Appliances;0.57
949;Canon Image Class D660 Copier;Seth Vernon;26978;British Columbia;Copiers and Fax;0.44
950;Xerox 1919;Seth Vernon;26978;British Columbia;Paper;0.36
951;Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black;Seth Vernon;26978;British Columbia;Storage & Organization;0.57
952;Accessory27;Alex Avila;27174;British Columbia;Telephones and Communication;0.85
953;Berol Giant Pencil Sharpener;Sarah Foster;27876;British Columbia;Pens & Art Supplies;0.56
954;Verbatim DVD-R 4.7GB authoring disc;Alex Avila;28582;British Columbia;Computer Peripherals;0.51
955;TOPS Money Receipt Book, Consecutively Numbered in Red,;Alex Avila;28582;British Columbia;Paper;0.4
956;Xerox 227;Anna Andreadi;28868;British Columbia;Paper;0.37
957;Sauder Forest Hills Library, Woodland Oak Finish;Angele Hood;29857;British Columbia;Bookcases;0.77
958;GBC VeloBinder Electric Binding Machine;Sonia Sunley;29921;British Columbia;Binders and Binder Accessories;0.35
959;Accessory4;Kelly Williams;30659;British Columbia;Telephones and Communication;0.85
960;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;Anna Andreadi;30660;British Columbia;Tables;0.68
961;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;Alex Avila;30883;British Columbia;Paper;0.38
962;Microsoft Internet Keyboard;Jim Karlsson;32871;British Columbia;Computer Peripherals;0.77
963;Xerox 1962;Sonia Sunley;33600;British Columbia;Paper;0.4
964;636;Alex Avila;33632;British Columbia;Telephones and Communication;0.57
965;Global Commerce™ Series High-Back Swivel/Tilt Chairs;Lisa DeCherney;33665;British Columbia;Chairs & Chairmats;0.6
966;Wilson Jones Easy Flow II™ Sheet Lifters;Barbara Fisher;34434;British Columbia;Binders and Binder Accessories;0.37
967;Avery White Multi-Purpose Labels;Barbara Fisher;34434;British Columbia;Labels;0.39
968;Accessory25;Barbara Fisher;34753;British Columbia;Telephones and Communication;0.57
969;Xerox 199;Lisa DeCherney;35364;British Columbia;Paper;0.4
970;Bretford Rectangular Conference Table Tops;Lisa DeCherney;35364;British Columbia;Tables;0.74
971;Bush Advantage Collection® Racetrack Conference Table;Lisa DeCherney;35364;British Columbia;Tables;0.67
972;T28 WORLD;Lisa DeCherney;35364;British Columbia;Telephones and Communication;0.6
973;Hon Comfortask® Task/Swivel Chairs;Barbara Fisher;35812;British Columbia;Chairs & Chairmats;0.69
974;Fellowes 17-key keypad for PS/2 interface;Barbara Fisher;35812;British Columbia;Computer Peripherals;0.75
975;Xerox 1938;Barbara Fisher;35812;British Columbia;Paper;0.37
976;"Executive Impressions 12"" Wall Clock";Alex Avila;37063;British Columbia;Office Furnishings;0.47
977;1726 Digital Answering Machine;Roy Skaria;37281;British Columbia;Telephones and Communication;0.58
978;Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs;Angele Hood;37798;British Columbia;Chairs & Chairmats;0.56
979;Rediform S.O.S. Phone Message Books;Seth Vernon;38017;British Columbia;Paper;0.36
980;StarTAC 3000;Seth Vernon;38017;British Columbia;Telephones and Communication;0.59
981;Staples® General Use 3-Ring Binders;Sarah Foster;38272;British Columbia;Binders and Binder Accessories;0.37
982;Adesso Programmable 142-Key Keyboard;Kelly Williams;39301;British Columbia;Computer Peripherals;0.79
983;"ACCOHIDE® 3-Ring Binder, Blue, 1""";Dennis Bolton;39367;British Columbia;Binders and Binder Accessories;0.38
984;Ampad #10 Peel & Seel® Holiday Envelopes;Dennis Bolton;39367;British Columbia;Envelopes;0.37
985;"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack";Roy Skaria;39655;British Columbia;Computer Peripherals;0.68
986;Durable Pressboard Binders;Jim Karlsson;40803;British Columbia;Binders and Binder Accessories;0.38
987;Global Leather and Oak Executive Chair, Black;Jim Karlsson;40803;British Columbia;Chairs & Chairmats;0.56
988;3M Organizer Strips;Barbara Fisher;40806;British Columbia;Binders and Binder Accessories;0.37
989;Xerox 1983;Anna Andreadi;43523;British Columbia;Paper;0.36
990;Advantus Map Pennant Flags and Round Head Tacks;Seth Vernon;44199;British Columbia;Rubber Bands;0.53
991;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Alex Avila;44231;British Columbia;Chairs & Chairmats;0.62
992;Belkin 107-key enhanced keyboard, USB/PS/2 interface;Alex Avila;44231;British Columbia;Computer Peripherals;0.79
993;5185;Alex Avila;44231;British Columbia;Telephones and Communication;0.58
994;Hon Every-Day® Chair Series Swivel Task Chairs;Sonia Sunley;45573;British Columbia;Chairs & Chairmats;0.64
995;Avery 494;Lisa DeCherney;45763;British Columbia;Labels;0.39
996;Xerox 1905;Dennis Bolton;48165;British Columbia;Paper;0.37
997;Dana Halogen Swing-Arm Architect Lamp;Anthony O'Donnell;48197;British Columbia;Office Furnishings;0.57
998;Maxell DVD-RAM Discs;Barbara Fisher;48484;British Columbia;Computer Peripherals;0.42
999;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Barbara Fisher;48484;British Columbia;Office Furnishings;0.49
1000;Computer Printout Paper with Letter-Trim Perforations;Barbara Fisher;48484;British Columbia;Paper;0.37
